Customer ID,Gender,first Date,recent date,Customer value,buy times,Points earned,Points redeemed
607325,M,20120711,20130319,3797.28,8,2577,
118943111,unknown,20120716,20130208,756.69,5,520,
119027529,M,20120718,20130321,1045.59,9,215,1100
1711138,M,20120718,20120718,234,1,70,
85400613,M,20120722,20121023,848.74,4,280,
5954887,M,20120726,20120727,183.1499,1,110,
118586058,M,20120802,20121225,555.7902,3,360,
295360,F,20120813,20130208,281.93,2,375,
115028611,unknown,20120813,20120813,259,1,110,
120364150,M,20120816,20120816,73.3,1,50,
114618614,F,20120819,20120819,84.6,1,46,
6584367,M,20120830,20120830,150.5,1,372,
117793698,unknown,20120910,20130318,5293.49,8,3993,
121527249,unknown,20120911,20130321,2817.34,13,1620,
1798601,M,20120910,20120925,7523.1,3,12,5690
8885063,M,20120912,20120912,56.8,1,34,
121697792,unknown,20120914,20120914,118,1,60,
122051778,unknown,20120921,20120921,198.4,1,105,
122073651,M,20120921,20130228,335.2,2,320,
122188556,unknown,20120923,20121019,259.25,2,85,
122281929,unknown,20120925,20130322,1009.2,4,337,510
7982898,M,20120928,20130312,902.94,4,495,
117196127,unknown,20120928,20130112,331.98,3,233,
122745775,unknown,20121007,20130325,1892.78,8,1455,
122872537,unknown,20121008,20121008,197.6,1,10,
123463668,unknown,20121024,20130224,858.8,5,240,
123600062,unknown,20121023,20121023,49.56,1,30,
121541399,M,20121025,20130202,732.1,4,390,
7241630,M,20121027,20130228,317.7199,2,165,
123824052,M,20121027,20121027,106,1,0,
123849484,unknown,20121028,20121028,155.88,1,10,
123938408,unknown,20121030,20121030,110,1,50,
123925051,unknown,20121029,20121125,229.0001,2,65,
85174710,M,20121029,20121029,130.9,1,65,
123964092,F,20121030,20121030,117.8,1,20,
123899763,unknown,20121112,20121112,199,1,70,
124761362,unknown,20121112,20121114,8531,41,0,
124905500,unknown,20121115,20130310,1059.39,8,745,
124944702,F,20121116,20130322,1789.94,8,122,1135
125215109,unknown,20121120,20121120,65.7,1,70,
7335306,M,20121122,20121227,1861.94,5,405,
125598330,F,20121127,20130304,552.2,4,265,
125433266,M,20121130,20121130,113.0001,1,75,
125851665,M,20121201,20130321,1231.5,4,600,
115856647,unknown,20121207,20121207,22.86,1,10,
122000573,M,20121210,20121210,102.4001,1,47,
126855429,unknown,20121213,20121213,122,1,20,
126815853,unknown,20121214,20121216,181.4,1,20,
127047006,M,20121215,20130228,941.0299,4,565,
8465660,M,20121215,20121215,222.5,1,90,
127161101,M,20121217,20121218,789.3999,1,705,
127399217,M,20121221,20130304,4855.38,12,2930,
127763950,M,20121225,20130330,429.7599,2,335,
128029254,M,20121229,20121229,108.9,1,5,
128106123,M,20121230,20121230,116.4,1,5,
127815276,M,20130101,20130101,123.32,1,55,
128176830,M,20121231,20130228,386.3,3,239,
128230180,M,20130101,20130101,98.4,1,35,
128291350,M,20130103,20130215,634.9,4,555,
120810832,unknown,20130103,20130103,109,1,0,
128430462,unknown,20130106,20130106,239,1,0,
128602851,M,20130110,20130110,98,1,95,
128590388,M,20130109,20130109,518,1,200,
126827870,M,20130110,20130110,77.9,1,44,
128820538,M,20130114,20130114,411.15,2,130,
84917466,M,20130118,20130128,500.9,3,417,
129160547,M,20130121,20130121,289,1,10,
129196364,unknown,20130121,20130121,229,1,0,
129267446,M,20130123,20130124,218.2,2,150,
129269558,M,20130124,20130307,2080,2,368,
36511326,F,20130124,20130227,237,2,237,4270
129149776,M,20130128,20130128,100.08,1,75,
129601534,M,20130130,20130130,411.8,1,130,
129665860,unknown,20130130,20130130,282,1,0,
129668614,M,20130130,20130324,171.3,2,85,
129853314,M,20130204,20130204,204.8,2,95,
130021321,M,20130209,20130209,195,1,195,
130132808,M,20130215,20130215,143.9,1,99,
130046339,M,20130216,20130218,213.7,2,120,
5131600,F,20130216,20130218,334.1,2,45,
130189366,M,20130218,20130218,147.99,1,45,
129498497,M,20130219,20130314,305.4,3,210,
126307529,M,20130226,20130226,188,1,90,
130627362,M,20130227,20130227,147.2,1,125,
50196433,F,20130227,20130321,529.6,3,335,393
130671538,M,20130228,20130228,101.78,1,100,
124815533,unknown,20130301,20130301,237.3,1,70,
130706248,M,20130228,20130228,418,1,0,
129256111,M,20130301,20130301,75,1,70,
130748948,M,20130301,20130301,197,1,160,
130809671,unknown,20130302,20130302,219.6,1,170,
131602800,M,20130314,20130314,107.7,1,40,
31809374,M,20130320,20130320,103.2,1,385,
124880888,M,20130321,20130321,222.6,1,155,
84546654,F,20130328,20130328,278.9,2,70,
85566301,M,20120103,20120103,182.4,2,0,
12637136,M,20120104,20130306,14209.89,41,8540,7375
3031897,F,20120104,20130315,3999.6098,31,895,2550
63470176,M,20120105,20130122,7022.55,17,4999,11
7398495,M,20120107,20130323,8570.4202,20,63,6316
85636724,M,20120107,20120107,86.4298,1,50,
63542079,M,20120108,20120317,290.4,3,30,
6374525,M,20120109,20130325,11421.56854,76,734,49914
9485937,M,20120113,20130320,1305.0701,11,1085,
50309441,F,20120109,20121016,1604.2,12,1615,
8032205,M,20120109,20120109,105,1,355,
498301,M,20120111,20130311,750.69,6,245,795
86058547,M,20120111,20120111,89.6601,1,65,
50095362,M,20120110,20130307,670.19,6,935,
9093717,M,20120112,20120313,395.03,3,195,
87995378,M,20120112,20120112,86.9,1,55,
5422478,M,20120114,20120114,175,1,60,
88064576,M,20120115,20120115,439.1,1,195,
87970803,M,20120115,20120115,98.4001,1,63,
88029425,M,20120117,20130314,2199.7803,17,1400,
86063834,M,20120118,20120118,106.8,1,35,
607524,M,20120118,20120118,220,1,925,
70031865,M,20120131,20120131,102.78,1,5,300
85329844,M,20120126,20130209,1837.6,14,965,
91053897,M,20120130,20120130,103.6,1,100,
91091255,M,20120130,20121031,296.5,2,30,
91098091,M,20120201,20120201,40.8,1,0,
91158828,M,20120202,20120506,1068.98,7,785,
91193010,M,20120202,20120229,308.0999,4,200,
69158204,M,20120204,20120204,103.3,1,0,300
7139913,M,20120204,20120204,920,1,605,
2921832,M,20120206,20130315,3835.35,19,2340,
92729440,M,20120208,20121129,339.1,4,165,
59169362,M,20120209,20120312,424,4,105,520
91301624,M,20120210,20120229,281.4,3,35,
92786633,M,20120209,20130127,1034.2002,6,590,
428323,M,20120217,20130225,2833.45,16,840,
7443772,M,20120216,20130327,3742.5,9,684,
113371037,M,20120219,20130308,945.6299,7,395,
84669884,M,20120220,20120227,561.7,2,240,
7249958,M,20120221,20120221,112.4,1,60,
85250929,M,20120221,20120731,578.6,6,354,1
6530946,M,20120227,20121007,1400.44,2,40,
7974907,F,20120228,20130328,245,3,142,
63713936,M,20120229,20130123,2868.2,6,390,
114174142,M,20120304,20130321,549.53,5,243,
7333489,M,20120305,20120721,566.28,5,498,
84699788,M,20120308,20130106,534.78,4,355,
15567,M,20120310,20120712,172.5,2,325,
9103195,F,20120310,20130320,201.5,2,505,
114982473,F,20120321,20120405,111.2,2,132,
115156340,unknown,20120323,20120323,79.8,1,90,
115179241,M,20120324,20120324,87.3999,1,60,
114932370,unknown,20120325,20130222,2116.05,13,643,495
8293123,M,20120327,20130324,3292.2098,11,1745,2120
12639362,M,20120326,20120622,171.6,2,500,
114047080,M,20120327,20120327,69,1,65,
7242053,M,20120330,20130328,3268.9,20,2540,455
115413348,unknown,20120331,20120331,158,1,10,
115425261,F,20120401,20120401,116.9,1,30,
114928894,M,20120401,20120402,135.1001,1,105,
50072319,M,20120405,20120520,265.2,2,85,
63663082,M,20120408,20120423,188.2,2,20,
115575927,unknown,20120407,20120831,283.9,2,155,
114701025,M,20120407,20120407,359,1,0,
115644278,M,20120409,20120409,50,1,0,
113429189,F,20120412,20130322,2570.9599,16,1462,
115857005,M,20120416,20120416,101.3,1,75,
85544338,M,20120418,20120721,676.62,4,255,
10079984,M,20120418,20130201,522.9999,4,165,
1816825,M,20120426,20120426,113.6,1,294,
73854436,M,20120426,20130329,2279.7596,11,910,
656802,F,20120430,20130312,1728.1401,12,795,
116520487,F,20120507,20130306,1079.51,6,590,
116534550,M,20120507,20120507,52.9,1,0,
116131072,unknown,20120510,20120510,150,1,160,
116782341,M,20120516,20120516,118,1,45,
36014944,F,20120521,20130323,3609.79,7,2070,
117220962,unknown,20120601,20120601,100.6,1,40,
117243601,F,20120601,20130302,8658.79,5,2485,
117281070,unknown,20120603,20120603,9,1,0,
85150002,M,20120604,20130125,581.85,4,435,
117391365,unknown,20120607,20130322,1642.75,11,778,1250
91070732,F,20120616,20130204,620.94,3,215,
117752995,unknown,20120619,20120619,117,1,5,
117748888,F,20120619,20120619,114.1,1,35,
117835584,M,20120621,20120622,106.6,1,80,
117874699,F,20120627,20120627,154,1,100,
73866918,F,20120627,20130201,341.8,3,330,
118363212,unknown,20120706,20120706,79,1,50,
31824136,M,20120714,20120714,109.9,1,225,
118797827,M,20120713,20120721,204.1,2,90,
118846271,F,20120714,20130321,1091.18,10,540,
8908242,M,20120716,20121107,202.4,2,535,
35922342,F,20120717,20120717,323.9,1,165,
119103119,unknown,20120719,20121231,769.63,6,418,
5162452,F,20120720,20120720,178.1,1,106,708
119892773,unknown,20120805,20120910,252.8,2,90,
50191835,M,20120807,20130318,2375.63,10,1455,
120025889,M,20120808,20120808,129.9,1,0,
120153480,M,20120812,20130224,2534.7502,8,304,
63671630,M,20120813,20130306,333.3,2,359,
10009985,M,20120814,20120822,335.9,3,535,
120296598,M,20120814,20120911,514.02,2,255,
120279660,unknown,20120814,20121105,163.26,2,55,
120425483,unknown,20120817,20120817,96.8,1,0,
119698120,unknown,20120822,20120822,140.7,1,85,
49912629,F,20120822,20121013,743.95,5,26,995
120697359,unknown,20120824,20130130,835.14,7,310,
120750274,M,20120825,20120825,97.9,1,30,
11947657,M,20120829,20120829,199,1,0,
118793435,unknown,20120830,20121211,1227.68,5,390,
121001730,M,20120830,20130122,274.4,2,110,
120979067,unknown,20120830,20120830,110.44,1,20,
55805009,M,20120831,20120831,93.9001,1,53,
120045227,unknown,20120901,20130325,726.4,5,351,24
121085088,M,20120901,20120901,85.7,1,32,
121421616,M,20120909,20130306,340.6,3,264,
121550239,M,20120911,20120911,539.4,1,265,
118787921,unknown,20120911,20120911,78.5,1,10,
121578424,unknown,20120912,20120912,122.7,1,90,
121689714,unknown,20120914,20130306,1175.8,7,252,
121642180,F,20120917,20120917,109.88,1,60,
120945258,M,20120919,20121112,1102.8,3,605,
121884236,unknown,20120923,20130122,201.1001,2,120,
122478863,M,20120929,20130219,3500.8,7,1620,
122567644,unknown,20121001,20121006,168.8,2,150,
122616978,unknown,20121002,20130316,1139.8198,5,660,
121966994,unknown,20121008,20121207,413.6,3,185,
115355797,M,20121014,20121219,653.75,4,475,
123164583,unknown,20121014,20121014,58,1,0,
123373388,unknown,20121018,20130225,2523.1,3,90,
123593906,unknown,20121027,20121108,1567,2,1255,
123762054,unknown,20121026,20121104,190,2,0,
124145024,F,20121103,20130323,992.24,7,243,12
122644956,unknown,20121106,20130219,6405.5,5,3830,3437
124320698,M,20121106,20121106,123.8,1,115,
122296745,M,20121108,20121108,50,1,59,
124862870,unknown,20121114,20121114,121,1,80,
120036712,unknown,20121120,20130226,609.2,2,255,
120757074,unknown,20121124,20121124,107.3,1,45,
124815394,F,20121124,20121124,569.5001,2,495,
114929483,unknown,20121125,20121125,305,1,40,
125652078,M,20121127,20121218,627.0699,4,331,
119318887,unknown,20121127,20130225,172.4,2,90,
125862232,M,20121201,20130314,541.78,4,305,
7380370,M,20121203,20130208,356.7,2,265,
125977400,F,20121205,20130320,489.29,4,407,
126126949,M,20121207,20121213,324.65,2,97,
126325184,M,20121210,20130322,1001,5,375,
126705100,M,20121211,20121211,174,1,110,
127287033,M,20121219,20121219,213.5,1,150,
127261886,M,20121219,20121219,380,1,350,
127423465,M,20121222,20130330,688.2,5,640,
127424622,F,20121226,20130123,176.5,2,105,
127864674,M,20121227,20121227,2916,1,0,
84556010,F,20121230,20130117,720.28,2,300,
128422449,M,20130106,20130106,126.3,1,85,
118108790,unknown,20130105,20130306,1268.18,3,904,
128507732,F,20130108,20130329,394.58,3,220,
119851729,M,20130117,20130118,1376,2,0,
129228107,M,20130122,20130122,139,1,135,
129149012,M,20130126,20130317,747.93,5,555,
118032670,F,20130127,20130323,658.46313,5,108,243
128700020,M,20130128,20130128,406.6,1,500,
129721065,M,20130131,20130313,971.56,4,254,
129768483,M,20130201,20130201,411.5,1,310,
63643429,M,20130204,20130204,570,1,550,
118721413,M,20130205,20130205,181.6,2,50,
125080368,M,20130207,20130207,184.76,1,4,
128111292,unknown,20130204,20130204,336,1,320,
130226973,M,20130218,20130218,201.1,1,95,
125745750,M,20130223,20130223,106.88,1,60,
130486854,M,20130224,20130305,188.7,2,85,
130542917,M,20130226,20130226,200.3,1,185,
84585001,M,20130225,20130225,134.54,1,110,
130562539,M,20130226,20130227,133.8,1,45,
125385131,M,20130227,20130227,227.6,1,130,
125381415,unknown,20130304,20130304,149.9,1,100,
130992563,M,20130307,20130307,159,1,40,
120571200,F,20130310,20130310,168,1,70,
124016436,M,20130310,20130310,196.15,1,110,
120732717,unknown,20130319,20130319,1008,1,810,
132065401,M,20130323,20130323,207,1,0,
132126414,M,20130324,20130324,2103.02,2,0,
132407900,M,20130329,20130329,151.98,1,90,
118518096,unknown,20130330,20130330,101.55,1,35,
52447751,M,20120101,20120323,8717.96,43,52,87435
85481009,M,20120101,20120101,85.8999,1,0,
2871688,M,20120105,20120530,924.9,4,640,
5639983,unknown,20120107,20121105,541.4001,3,710,
85651279,M,20120108,20130225,1256.15,9,640,
85349395,M,20120112,20120112,816,20,0,
7238591,M,20120115,20120707,207.4,2,150,
7846819,M,20120114,20130329,1059.85,4,1290,
9457077,F,20120115,20130323,2983.8301,26,2684,
31828803,M,20120115,20120531,232.48,2,273,
11867120,M,20120117,20120626,764.2,4,1265,
85324651,M,20120116,20120224,189.8,3,160,
9123351,M,20120117,20120512,1581.9,3,1825,
88120972,M,20120118,20130109,557.12,7,175,
1964452,M,20120120,20130115,835.6099,4,340,
23823369,M,20120121,20120405,174.5199,3,0,
55719228,F,20120127,20130316,4444.9899,21,3060,
42420970,M,20120128,20120128,100.2,1,91,
50087331,F,20120201,20130330,3519.52086,17,142,2040
10084996,F,20120202,20120202,39,1,0,
69797317,M,20120209,20120816,233.3,2,5,1500
7243329,M,20120210,20120210,278.8,1,95,
7995792,F,20120209,20120209,102.5,1,315,
9027582,M,20120209,20130319,3378.74,16,1118,
5894007,M,20120214,20130204,3441.6301,9,2742,
5648373,M,20120216,20120404,424.17,3,115,
6611294,unknown,20120217,20130326,14800.3601,22,8604,
113230883,M,20120217,20121029,1953.18,14,970,395
9413769,F,20120219,20130325,1405,11,1345,
5105502,M,20120220,20130328,970.8602,7,565,
63485835,M,20120224,20130130,1077.18,6,380,
63896950,M,20120225,20120331,276.44,2,185,
113980802,M,20120227,20120227,123.39,1,5,
58196283,M,20120228,20121030,558.6301,3,305,
5589968,F,20120302,20130312,1930.5201,7,980,
6834684,F,20120307,20130306,1535.2701,7,376,800
7833892,M,20120307,20130114,2122.46,3,820,
5942800,M,20120311,20130324,12483.53,21,10345,
233541,M,20120311,20130201,1933.48,4,130,
114508559,M,20120312,20120731,343.5,3,325,
114696478,F,20120313,20130331,1216.96,10,471,
49816552,M,20120316,20120316,169,1,558,
42419868,M,20120318,20120624,400.9004,2,370,
115060467,M,20120320,20120321,213,1,55,
115175607,unknown,20120323,20120323,269,1,70,
115295886,unknown,20120327,20120625,359.7,2,185,
484585,M,20120330,20130225,1603.98,10,550,750
91060281,M,20120401,20120401,265.6,1,160,
5935711,M,20120402,20130302,1969,4,1636,
115836007,M,20120415,20130318,3814.2799,13,2310,
63899042,M,20120417,20130316,240.5,2,273,
116046236,F,20120422,20130326,8137.1104,15,4115,
116377422,M,20120503,20120503,152.5,1,95,
780052,F,20120504,20130217,1596.9899,11,475,1110
116548294,unknown,20120508,20121122,321.3001,2,155,
116515913,M,20120511,20130114,226.8,2,55,
5847329,unknown,20120511,20120511,104.8,1,360,
63522010,M,20120517,20120517,220.6,1,200,
116533962,M,20120521,20120521,140.0599,1,85,
116984377,F,20120523,20120523,320.2,1,235,
74069504,M,20120525,20130309,1470.3798,11,600,230
116873362,unknown,20120526,20121130,1691.8001,7,727,
117034011,unknown,20120525,20120525,145.7,1,85,
113184993,M,20120528,20130320,672.4,3,645,
117225683,unknown,20120601,20121105,157.9,2,95,
10192096,M,20120605,20130104,478.7,4,240,
117341286,F,20120605,20130225,3006.97,16,1795,
7155857,M,20120614,20120614,108.6,1,10,
117475978,unknown,20120616,20121117,264.4,3,120,
9409868,F,20120615,20130305,2065.07,15,1352,
117697325,unknown,20120617,20120617,120.1,1,50,
117758351,F,20120619,20130311,966.96,6,467,
117858048,M,20120623,20121031,923.08,7,355,
36331553,unknown,20120624,20130131,873.3,5,1410,
118085856,unknown,20120630,20121122,747.7299,4,505,
10203415,M,20120701,20120701,117.45,1,385,
118395883,unknown,20120706,20120706,45,1,15,
413222,F,20120708,20121101,405.74,2,310,
118917767,unknown,20120715,20121226,484.38,3,277,
6529585,M,20120720,20130227,6071.7996,16,7790,
117433419,unknown,20120724,20130327,2109.63,14,1055,
115817568,unknown,20120725,20130331,2126.9799,23,493,130
119375958,unknown,20120726,20120726,297.6,2,45,
119360609,F,20120727,20121114,297.7,2,294,
119681967,M,20120801,20120801,121.9,1,50,
116561798,unknown,20120801,20130313,1235.5299,9,698,25
5644577,M,20120803,20130315,1562.2601,12,952,86
119839512,unknown,20120806,20120806,311.59,1,170,
120340470,unknown,20120815,20130327,5542.01,26,3467,
120388809,F,20120816,20130123,406.4,3,109,
120490245,unknown,20120819,20120819,54.8,1,30,
120963272,unknown,20120830,20120830,109,1,80,
12845,M,20120901,20121206,655.7,5,390,
121397261,M,20120908,20120908,116.2,1,60,
121456320,unknown,20120909,20130317,904.63,7,585,
120065758,F,20120911,20121204,151.7,2,154,
119904717,unknown,20120916,20130122,204.2,2,75,
23030806,M,20120918,20120928,296.7,2,225,
121970370,F,20120919,20120919,174.8,1,115,
121669605,M,20120922,20130325,2673.5,11,394,
116126354,unknown,20120926,20121229,793.3,3,690,
122399542,unknown,20120927,20130308,2127.75,9,1560,
122417606,unknown,20120927,20130110,628.79,4,470,
115196122,M,20121003,20121003,150.4,1,108,
122788167,M,20121008,20121008,115.4,1,60,
122063683,unknown,20121012,20130313,559.28,5,295,
121848147,unknown,20121016,20121129,187.2,2,45,
123775328,unknown,20121026,20121026,115,1,100,
123812624,unknown,20121027,20121027,108.7599,1,35,
123839126,unknown,20121028,20121030,544.6,2,470,
124018056,unknown,20121031,20121031,233.8,1,30,
124464533,unknown,20121109,20121109,83.16,1,80,
116249775,M,20121109,20121109,114.9,1,15,
123792836,unknown,20121110,20121110,21.1,1,15,
124606585,unknown,20121113,20121113,50.1,1,45,
124692889,F,20121112,20130212,818.88,4,275,
113181308,F,20121112,20121112,174.5,1,14,
123308113,M,20121112,20130228,13722.73,37,4333,1986
35911182,F,20121121,20121230,238.2,3,830,
125289741,unknown,20121121,20130120,1189.3,5,350,
125364831,unknown,20121122,20121122,41.28,1,40,
125356929,unknown,20121124,20121124,99.1,1,50,
125520444,unknown,20121125,20121125,165.3,1,85,
123488414,unknown,20121127,20121127,50,1,0,
125705755,M,20121128,20130130,562.4999,3,520,
125942864,F,20121205,20121205,52,1,25,
8092717,unknown,20121209,20130314,2135.96,12,273,659
50401384,M,20121211,20130228,253.3,2,291,
115824640,unknown,20121210,20130329,312.48,3,177,
126059893,F,20121214,20121214,253.6,1,190,
125587499,unknown,20121217,20130220,562.7,3,380,
42414311,M,20121218,20130204,428.0698,4,105,
120234943,F,20121220,20121220,427.8,1,380,
127476455,M,20121222,20130325,311.06,3,231,
838583,M,20121224,20121224,545,1,0,
128008367,M,20121228,20130219,727.09,5,340,
127764593,M,20121229,20130115,624.08,2,490,
127546442,M,20130101,20130203,394.2,3,175,
128268444,unknown,20130103,20130103,104,1,40,
128586058,unknown,20130109,20130109,115.8,1,0,
128808281,M,20130114,20130114,78,1,70,
63668266,M,20130114,20130121,536.7,2,650,
128618832,M,20130120,20130120,118,1,114,
129192740,unknown,20130121,20130121,179,1,0,
129177577,M,20130121,20130121,122.3,1,10,
129602475,M,20130130,20130130,238,1,265,
130026469,M,20130210,20130211,74.7,1,20,
128160855,F,20130207,20130207,389,1,0,
7625418,M,20130213,20130316,598.2,4,280,
122974631,M,20130218,20130218,199,1,0,
130410312,M,20130223,20130223,57.8,1,55,
55733731,M,20130223,20130223,152.8,1,95,
130843805,F,20130303,20130303,89,1,55,
91252079,M,20130308,20130318,928.93,3,130,
24998,M,20130312,20130312,150,1,150,
131478659,M,20130312,20130312,15.5,1,15,
131684703,M,20130316,20130316,771.4,1,475,
132053570,M,20130322,20130322,216.3,1,135,
132092516,M,20130323,20130323,102.6,1,110,
132148629,M,20130324,20130324,128,1,0,
132329326,M,20130328,20130328,286.04,1,115,
132345957,M,20130328,20130328,111.7,1,0,
6589764,F,20120103,20120105,405.7,2,665,
7973783,M,20120102,20130325,1778.02,10,1025,
84771982,M,20120102,20130309,9017.8198,23,1706,7474
5616736,F,20120104,20130319,2397.568081,18,725,10751
11952646,M,20120105,20121106,860.15,6,570,
8839544,F,20120106,20130329,7851.3401,19,4872,
85627342,M,20120107,20120107,84.84,1,50,
21180,F,20120107,20130318,2279.18,18,855,
86034191,M,20120107,20120212,697.1,3,300,
37176382,M,20120109,20121123,2218.01,16,897,670
86059001,M,20120108,20120108,136.66,1,60,
71596183,M,20120110,20120110,92.55,1,40,1295
671800,F,20120110,20130323,697.8599,5,470,
58178196,M,20120111,20130321,6536.39,35,2727,12
63674062,M,20120111,20121113,905.5,5,905,
87024966,M,20120111,20120117,95.8,1,0,
7004272,M,20120112,20121123,5102.5,16,1267,9930
6925885,M,20120113,20130204,555.6,3,395,
88011272,M,20120112,20130328,3970.8999,20,2435,
5686879,M,20120114,20130310,919.98,7,705,
9422786,M,20120114,20130319,2317.1199,15,1430,
5165869,M,20120115,20130329,2281.65,11,131,3970
55798399,M,20120117,20130328,27477.82637,177,4766,19114
74024596,M,20120116,20130323,2712.2594,23,1452,720
6619379,M,20120117,20130326,1462.1997,10,332,300
49879608,M,20120117,20120117,40.7,1,80,
6361150,F,20120117,20130115,1694.66,11,1158,
88121498,M,20120119,20120119,90.4,1,30,
6615591,M,20120120,20130109,224.1,2,143,60
14785029,M,20120128,20120128,132.96,1,958,
88010007,M,20120129,20120228,331.9,4,70,
71687696,M,20120131,20120131,126.2,1,10,2100
9260820,M,20120130,20130325,293.6,2,295,
36443011,F,20120201,20130330,2005.9801,13,1260,
85207639,M,20120201,20130114,3273.6,26,1831,130
8423262,F,20120202,20120428,318.2,3,645,
358714,F,20120203,20130327,3476.77,11,2415,
6854951,unknown,20120204,20120505,558.9,2,435,
7442295,M,20120204,20120910,1797.8601,13,1935,
84479034,M,20120205,20121216,972.7107,8,310,1270
10084067,F,20120205,20130121,343.7,3,520,
8213607,M,20120207,20120211,169.98,2,40,
92732827,M,20120208,20130329,224,2,100,
85626405,M,20120208,20130323,766.4799,6,535,
49182641,M,20120208,20130326,5840.42,28,4585,
73792298,M,20120210,20120817,1394.2,8,551,
836743,M,20120210,20120210,113.6999,1,579,
91161627,M,20120212,20120212,288.9,3,100,
36430793,F,20120214,20130226,3269.55,9,1086,2709
511070,M,20120219,20120430,223.4099,2,365,
46155066,M,20120218,20120218,13.9,1,5,310
91193570,M,20120219,20120228,120.9,2,10,
63597095,F,20120221,20121119,990.32,5,319,922
8063375,F,20120222,20120222,124,1,125,
224349,M,20120228,20121011,529.41,2,430,
5739815,unknown,20120305,20130123,517.48,5,322,600
114360378,M,20120309,20120309,103.2,1,60,
63604166,M,20120311,20130211,574,5,325,
113447644,M,20120312,20120312,85.8,1,40,
8155246,F,20120314,20130111,619.8,6,605,
5794143,M,20120316,20120904,196.38,3,100,
114802524,unknown,20120316,20130328,11291.25,25,8030,
114904169,unknown,20120316,20120316,60.4,1,35,
115151675,unknown,20120322,20120322,75.3,1,20,
113801528,F,20120327,20121217,1442.1099,11,447,550
8166312,M,20120329,20130325,4725.25,32,2242,
85014151,M,20120330,20130204,2126.8602,17,1465,
63676650,M,20120331,20130301,708.34,6,375,
114092495,F,20120406,20120719,214.33,2,75,
8394725,M,20120406,20120406,133.6,1,555,
9459014,M,20120406,20121030,432.92,4,518,
115726118,M,20120412,20120418,210.8,2,92,
115714222,M,20120412,20130331,1130.3202,12,538,12
85049575,F,20120413,20120807,544.9002,4,375,
114221637,M,20120414,20120414,115.6,1,60,
115827910,M,20120415,20130307,1911.4001,11,645,
14726732,M,20120419,20120419,102.14,1,156,1125
42443931,M,20120418,20120514,284.4801,3,20,
50395708,M,20120419,20121015,431.3999,4,270,
36345643,M,20120422,20130204,311,2,215,
86039869,M,20120427,20130320,2524.77,8,1705,
116322037,M,20120501,20121227,553.9,5,400,
116516275,M,20120507,20120811,329.12,2,130,
38249950,M,20120513,20120513,100,1,0,
116799182,unknown,20120516,20120709,175.5,2,120,
35833696,M,20120523,20120719,561.1,4,805,
117122602,F,20120528,20121224,161,2,145,
117343277,F,20120605,20130210,2564.4,13,1255,
115257240,F,20120606,20130126,1603.9,8,955,
116203777,F,20120607,20121212,1240.38,9,302,156
117436340,unknown,20120608,20120608,85.2,1,45,
7239422,F,20120610,20121107,353.5,2,705,
50170357,M,20120612,20130208,451.8399,3,190,
117663439,unknown,20120616,20130325,4036.9201,31,2055,
117702122,unknown,20120619,20120619,43,1,25,
87952041,M,20120620,20130303,1417.98,3,670,
117830480,M,20120621,20120621,102.2,1,30,
116604425,M,20120621,20130301,1454.8,9,218,524
117289858,unknown,20120629,20120629,137,1,142,
113653984,M,20120703,20130314,309.56,2,260,
73829226,M,20120706,20121028,1311,5,262,
113941535,M,20120710,20121210,230.1,2,125,
6381493,M,20120710,20121110,1225.1,4,765,
8649070,M,20120712,20120712,151.3,1,735,
673071,M,20120713,20121101,309,2,350,
119035290,M,20120718,20130324,1941.948625,18,217,3475
63526692,M,20120723,20130318,3441.82,15,1740,
744532,unknown,20120725,20120725,367.2101,1,315,
118950149,unknown,20120725,20130308,829.88,4,475,
119463464,F,20120727,20130312,6251.2,16,3423,
119914915,F,20120806,20121201,555.58,4,345,
120104097,F,20120811,20121214,651.3,3,415,
120232104,M,20120813,20130223,3339.1298,13,883,1273
120443754,unknown,20120817,20130305,720.6,3,237,
92757449,M,20120818,20120818,178,1,175,
114021673,M,20120821,20130223,544.1001,5,372,
120576205,unknown,20120821,20120824,203.8,2,0,
120613051,unknown,20120822,20120822,320,1,0,
120646345,F,20120822,20121113,655.17,5,132,
120957082,M,20120830,20121015,845.17,3,485,
121070806,unknown,20120901,20120901,12.5,1,0,
118359081,F,20120903,20120903,626,2,345,
121445927,unknown,20120909,20120909,299,1,32,
121587502,unknown,20120912,20120912,97.1,1,0,
121658471,M,20120918,20130131,287.8001,3,160,
121966426,unknown,20120919,20120919,201.19,1,160,
122039048,unknown,20120922,20120922,136,1,135,
121921586,unknown,20120923,20120923,104.2,1,40,
122649945,unknown,20121003,20121003,268.5,2,150,
50384972,M,20121006,20121112,342.6,3,335,
123084623,unknown,20121013,20121013,177.6,1,0,
121728922,F,20121021,20130315,1134.55,4,637,
6149303,M,20121023,20121023,253,1,175,
6490690,M,20121026,20121026,48,1,0,
123828522,M,20121028,20121120,442.5,2,165,
123904910,unknown,20121029,20121101,206.6,2,80,
124272518,unknown,20121105,20121105,45,1,40,
124329846,unknown,20121106,20121111,564.9,2,145,
120785868,unknown,20121110,20121208,3296.9,4,295,
73814203,M,20121111,20121111,108.7,1,75,
124733180,M,20121113,20121113,269,1,0,
7413162,M,20121115,20121115,171.68,1,175,
123511490,unknown,20121118,20121125,208,2,150,
